Date,Year,Month,Day,Day of Week,Quarter,Week of Year,Is Weekend
2021-07-05,2021,7,5,Monday,3,27,False
2021-07-06,2021,7,6,Tuesday,3,27,False
2021-07-07,2021,7,7,Wednesday,3,27,False
2021-07-08,2021,7,8,Thursday,3,27,False
2021-07-09,2021,7,9,Friday,3,27,False
2021-07-10,2021,7,10,Saturday,3,27,True
2021-07-11,2021,7,11,Sunday,3,27,True
2021-07-12,2021,7,12,Monday,3,28,False
2021-07-13,2021,7,13,Tuesday,3,28,False
2021-07-14,2021,7,14,Wednesday,3,28,False
2021-07-15,2021,7,15,Thursday,3,28,False
2021-07-16,2021,7,16,Friday,3,28,False
2021-07-17,2021,7,17,Saturday,3,28,True
2021-07-18,2021,7,18,Sunday,3,28,True
2021-07-19,2021,7,19,Monday,3,29,False
2021-07-20,2021,7,20,Tuesday,3,29,False
2021-07-21,2021,7,21,Wednesday,3,29,False
2021-07-22,2021,7,22,Thursday,3,29,False
2021-07-23,2021,7,23,Friday,3,29,False
2021-07-24,2021,7,24,Saturday,3,29,True
2021-07-25,2021,7,25,Sunday,3,29,True
2021-07-26,2021,7,26,Monday,3,30,False
2021-07-27,2021,7,27,Tuesday,3,30,False
2021-07-28,2021,7,28,Wednesday,3,30,False
2021-07-29,2021,7,29,Thursday,3,30,False
2021-07-30,2021,7,30,Friday,3,30,False
2021-07-31,2021,7,31,Saturday,3,30,True
2021-08-01,2021,8,1,Sunday,3,30,True
2021-08-02,2021,8,2,Monday,3,31,False
2021-08-03,2021,8,3,Tuesday,3,31,False
2021-08-04,2021,8,4,Wednesday,3,31,False
2021-08-05,2021,8,5,Thursday,3,31,False
2021-08-06,2021,8,6,Friday,3,31,False
2021-08-07,2021,8,7,Saturday,3,31,True
2021-08-08,2021,8,8,Sunday,3,31,True
2021-08-09,2021,8,9,Monday,3,32,False
2021-08-10,2021,8,10,Tuesday,3,32,False
2021-08-11,2021,8,11,Wednesday,3,32,False
2021-08-12,2021,8,12,Thursday,3,32,False
2021-08-13,2021,8,13,Friday,3,32,False
2021-08-14,2021,8,14,Saturday,3,32,True
2021-08-15,2021,8,15,Sunday,3,32,True
2021-08-16,2021,8,16,Monday,3,33,False
2021-08-17,2021,8,17,Tuesday,3,33,False
2021-08-18,2021,8,18,Wednesday,3,33,False
2021-08-19,2021,8,19,Thursday,3,33,False
2021-08-20,2021,8,20,Friday,3,33,False
2021-08-21,2021,8,21,Saturday,3,33,True
2021-08-22,2021,8,22,Sunday,3,33,True
2021-08-23,2021,8,23,Monday,3,34,False
2021-08-24,2021,8,24,Tuesday,3,34,False
2021-08-25,2021,8,25,Wednesday,3,34,False
2021-08-26,2021,8,26,Thursday,3,34,False
2021-08-27,2021,8,27,Friday,3,34,False
2021-08-28,2021,8,28,Saturday,3,34,True
2021-08-29,2021,8,29,Sunday,3,34,True
2021-08-30,2021,8,30,Monday,3,35,False
2021-08-31,2021,8,31,Tuesday,3,35,False
2021-09-01,2021,9,1,Wednesday,3,35,False
2021-09-02,2021,9,2,Thursday,3,35,False
2021-09-03,2021,9,3,Friday,3,35,False
2021-09-04,2021,9,4,Saturday,3,35,True
2021-09-05,2021,9,5,Sunday,3,35,True
2021-09-06,2021,9,6,Monday,3,36,False
2021-09-07,2021,9,7,Tuesday,3,36,False
2021-09-08,2021,9,8,Wednesday,3,36,False
2021-09-09,2021,9,9,Thursday,3,36,False
2021-09-10,2021,9,10,Friday,3,36,False
2021-09-11,2021,9,11,Saturday,3,36,True
2021-09-12,2021,9,12,Sunday,3,36,True
2021-09-13,2021,9,13,Monday,3,37,False
2021-09-14,2021,9,14,Tuesday,3,37,False
2021-09-15,2021,9,15,Wednesday,3,37,False
2021-09-16,2021,9,16,Thursday,3,37,False
2021-09-17,2021,9,17,Friday,3,37,False
2021-09-18,2021,9,18,Saturday,3,37,True
2021-09-19,2021,9,19,Sunday,3,37,True
2021-09-20,2021,9,20,Monday,3,38,False
2021-09-21,2021,9,21,Tuesday,3,38,False
2021-09-22,2021,9,22,Wednesday,3,38,False
2021-09-23,2021,9,23,Thursday,3,38,False
2021-09-24,2021,9,24,Friday,3,38,False
2021-09-25,2021,9,25,Saturday,3,38,True
2021-09-26,2021,9,26,Sunday,3,38,True
2021-09-27,2021,9,27,Monday,3,39,False
2021-09-28,2021,9,28,Tuesday,3,39,False
2021-09-29,2021,9,29,Wednesday,3,39,False
2021-09-30,2021,9,30,Thursday,3,39,False
2021-10-01,2021,10,1,Friday,4,39,False
2021-10-02,2021,10,2,Saturday,4,39,True
2021-10-03,2021,10,3,Sunday,4,39,True
2021-10-04,2021,10,4,Monday,4,40,False
2021-10-05,2021,10,5,Tuesday,4,40,False
2021-10-06,2021,10,6,Wednesday,4,40,False
2021-10-07,2021,10,7,Thursday,4,40,False
2021-10-08,2021,10,8,Friday,4,40,False
2021-10-09,2021,10,9,Saturday,4,40,True
2021-10-10,2021,10,10,Sunday,4,40,True
2021-10-11,2021,10,11,Monday,4,41,False
2021-10-12,2021,10,12,Tuesday,4,41,False
2021-10-13,2021,10,13,Wednesday,4,41,False
2021-10-14,2021,10,14,Thursday,4,41,False
2021-10-15,2021,10,15,Friday,4,41,False
2021-10-16,2021,10,16,Saturday,4,41,True
2021-10-17,2021,10,17,Sunday,4,41,True
2021-10-18,2021,10,18,Monday,4,42,False
2021-10-19,2021,10,19,Tuesday,4,42,False
2021-10-20,2021,10,20,Wednesday,4,42,False
2021-10-21,2021,10,21,Thursday,4,42,False
2021-10-22,2021,10,22,Friday,4,42,False
2021-10-23,2021,10,23,Saturday,4,42,True
2021-10-24,2021,10,24,Sunday,4,42,True
2021-10-25,2021,10,25,Monday,4,43,False
2021-10-26,2021,10,26,Tuesday,4,43,False
2021-10-27,2021,10,27,Wednesday,4,43,False
2021-10-28,2021,10,28,Thursday,4,43,False
2021-10-29,2021,10,29,Friday,4,43,False
2021-10-30,2021,10,30,Saturday,4,43,True
2021-10-31,2021,10,31,Sunday,4,43,True
2021-11-01,2021,11,1,Monday,4,44,False
2021-11-02,2021,11,2,Tuesday,4,44,False
2021-11-03,2021,11,3,Wednesday,4,44,False
2021-11-04,2021,11,4,Thursday,4,44,False
2021-11-05,2021,11,5,Friday,4,44,False
2021-11-06,2021,11,6,Saturday,4,44,True
2021-11-07,2021,11,7,Sunday,4,44,True
2021-11-08,2021,11,8,Monday,4,45,False
2021-11-09,2021,11,9,Tuesday,4,45,False
2021-11-10,2021,11,10,Wednesday,4,45,False
2021-11-11,2021,11,11,Thursday,4,45,False
2021-11-12,2021,11,12,Friday,4,45,False
2021-11-13,2021,11,13,Saturday,4,45,True
2021-11-14,2021,11,14,Sunday,4,45,True
2021-11-15,2021,11,15,Monday,4,46,False
2021-11-16,2021,11,16,Tuesday,4,46,False
2021-11-17,2021,11,17,Wednesday,4,46,False
2021-11-18,2021,11,18,Thursday,4,46,False
2021-11-19,2021,11,19,Friday,4,46,False
2021-11-20,2021,11,20,Saturday,4,46,True
2021-11-21,2021,11,21,Sunday,4,46,True
2021-11-22,2021,11,22,Monday,4,47,False
2021-11-23,2021,11,23,Tuesday,4,47,False
2021-11-24,2021,11,24,Wednesday,4,47,False
2021-11-25,2021,11,25,Thursday,4,47,False
2021-11-26,2021,11,26,Friday,4,47,False
2021-11-27,2021,11,27,Saturday,4,47,True
2021-11-28,2021,11,28,Sunday,4,47,True
2021-11-29,2021,11,29,Monday,4,48,False
2021-11-30,2021,11,30,Tuesday,4,48,False
2021-12-01,2021,12,1,Wednesday,4,48,False
2021-12-02,2021,12,2,Thursday,4,48,False
2021-12-03,2021,12,3,Friday,4,48,False
2021-12-04,2021,12,4,Saturday,4,48,True
2021-12-05,2021,12,5,Sunday,4,48,True
2021-12-06,2021,12,6,Monday,4,49,False
2021-12-07,2021,12,7,Tuesday,4,49,False
2021-12-08,2021,12,8,Wednesday,4,49,False
2021-12-09,2021,12,9,Thursday,4,49,False
2021-12-10,2021,12,10,Friday,4,49,False
2021-12-11,2021,12,11,Saturday,4,49,True
2021-12-12,2021,12,12,Sunday,4,49,True
2021-12-13,2021,12,13,Monday,4,50,False
2021-12-14,2021,12,14,Tuesday,4,50,False
2021-12-15,2021,12,15,Wednesday,4,50,False
2021-12-16,2021,12,16,Thursday,4,50,False
2021-12-17,2021,12,17,Friday,4,50,False
2021-12-18,2021,12,18,Saturday,4,50,True
2021-12-19,2021,12,19,Sunday,4,50,True
2021-12-20,2021,12,20,Monday,4,51,False
2021-12-21,2021,12,21,Tuesday,4,51,False
2021-12-22,2021,12,22,Wednesday,4,51,False
2021-12-23,2021,12,23,Thursday,4,51,False
2021-12-24,2021,12,24,Friday,4,51,False
2021-12-25,2021,12,25,Saturday,4,51,True
2021-12-26,2021,12,26,Sunday,4,51,True
2021-12-27,2021,12,27,Monday,4,52,False
2021-12-28,2021,12,28,Tuesday,4,52,False
2021-12-29,2021,12,29,Wednesday,4,52,False
2021-12-30,2021,12,30,Thursday,4,52,False
2021-12-31,2021,12,31,Friday,4,52,False
2022-01-01,2022,1,1,Saturday,1,52,True
2022-01-02,2022,1,2,Sunday,1,52,True
2022-01-03,2022,1,3,Monday,1,1,False
2022-01-04,2022,1,4,Tuesday,1,1,False
2022-01-05,2022,1,5,Wednesday,1,1,False
2022-01-06,2022,1,6,Thursday,1,1,False
2022-01-07,2022,1,7,Friday,1,1,False
2022-01-08,2022,1,8,Saturday,1,1,True
2022-01-09,2022,1,9,Sunday,1,1,True
2022-01-10,2022,1,10,Monday,1,2,False
2022-01-11,2022,1,11,Tuesday,1,2,False
2022-01-12,2022,1,12,Wednesday,1,2,False
2022-01-13,2022,1,13,Thursday,1,2,False
2022-01-14,2022,1,14,Friday,1,2,False
2022-01-15,2022,1,15,Saturday,1,2,True
2022-01-16,2022,1,16,Sunday,1,2,True
2022-01-17,2022,1,17,Monday,1,3,False
2022-01-18,2022,1,18,Tuesday,1,3,False
2022-01-19,2022,1,19,Wednesday,1,3,False
2022-01-20,2022,1,20,Thursday,1,3,False
2022-01-21,2022,1,21,Friday,1,3,False
2022-01-22,2022,1,22,Saturday,1,3,True
2022-01-23,2022,1,23,Sunday,1,3,True
2022-01-24,2022,1,24,Monday,1,4,False
2022-01-25,2022,1,25,Tuesday,1,4,False
2022-01-26,2022,1,26,Wednesday,1,4,False
2022-01-27,2022,1,27,Thursday,1,4,False
2022-01-28,2022,1,28,Friday,1,4,False
2022-01-29,2022,1,29,Saturday,1,4,True
2022-01-30,2022,1,30,Sunday,1,4,True
2022-01-31,2022,1,31,Monday,1,5,False
2022-02-01,2022,2,1,Tuesday,1,5,False
2022-02-02,2022,2,2,Wednesday,1,5,False
2022-02-03,2022,2,3,Thursday,1,5,False
2022-02-04,2022,2,4,Friday,1,5,False
2022-02-05,2022,2,5,Saturday,1,5,True
2022-02-06,2022,2,6,Sunday,1,5,True
2022-02-07,2022,2,7,Monday,1,6,False
2022-02-08,2022,2,8,Tuesday,1,6,False
2022-02-09,2022,2,9,Wednesday,1,6,False
2022-02-10,2022,2,10,Thursday,1,6,False
2022-02-11,2022,2,11,Friday,1,6,False
2022-02-12,2022,2,12,Saturday,1,6,True
2022-02-13,2022,2,13,Sunday,1,6,True
2022-02-14,2022,2,14,Monday,1,7,False
2022-02-15,2022,2,15,Tuesday,1,7,False
2022-02-16,2022,2,16,Wednesday,1,7,False
2022-02-17,2022,2,17,Thursday,1,7,False
2022-02-18,2022,2,18,Friday,1,7,False
2022-02-19,2022,2,19,Saturday,1,7,True
2022-02-20,2022,2,20,Sunday,1,7,True
2022-02-21,2022,2,21,Monday,1,8,False
2022-02-22,2022,2,22,Tuesday,1,8,False
2022-02-23,2022,2,23,Wednesday,1,8,False
2022-02-24,2022,2,24,Thursday,1,8,False
2022-02-25,2022,2,25,Friday,1,8,False
2022-02-26,2022,2,26,Saturday,1,8,True
2022-02-27,2022,2,27,Sunday,1,8,True
2022-02-28,2022,2,28,Monday,1,9,False
2022-03-01,2022,3,1,Tuesday,1,9,False
2022-03-02,2022,3,2,Wednesday,1,9,False
2022-03-03,2022,3,3,Thursday,1,9,False
2022-03-04,2022,3,4,Friday,1,9,False
2022-03-05,2022,3,5,Saturday,1,9,True
2022-03-06,2022,3,6,Sunday,1,9,True
2022-03-07,2022,3,7,Monday,1,10,False
2022-03-08,2022,3,8,Tuesday,1,10,False
2022-03-09,2022,3,9,Wednesday,1,10,False
2022-03-10,2022,3,10,Thursday,1,10,False
2022-03-11,2022,3,11,Friday,1,10,False
2022-03-12,2022,3,12,Saturday,1,10,True
2022-03-13,2022,3,13,Sunday,1,10,True
2022-03-14,2022,3,14,Monday,1,11,False
2022-03-15,2022,3,15,Tuesday,1,11,False
2022-03-16,2022,3,16,Wednesday,1,11,False
2022-03-17,2022,3,17,Thursday,1,11,False
2022-03-18,2022,3,18,Friday,1,11,False
2022-03-19,2022,3,19,Saturday,1,11,True
2022-03-20,2022,3,20,Sunday,1,11,True
2022-03-21,2022,3,21,Monday,1,12,False
2022-03-22,2022,3,22,Tuesday,1,12,False
2022-03-23,2022,3,23,Wednesday,1,12,False
2022-03-24,2022,3,24,Thursday,1,12,False
2022-03-25,2022,3,25,Friday,1,12,False
2022-03-26,2022,3,26,Saturday,1,12,True
2022-03-27,2022,3,27,Sunday,1,12,True
2022-03-28,2022,3,28,Monday,1,13,False
2022-03-29,2022,3,29,Tuesday,1,13,False
2022-03-30,2022,3,30,Wednesday,1,13,False
2022-03-31,2022,3,31,Thursday,1,13,False
2022-04-01,2022,4,1,Friday,2,13,False
2022-04-02,2022,4,2,Saturday,2,13,True
2022-04-03,2022,4,3,Sunday,2,13,True
2022-04-04,2022,4,4,Monday,2,14,False
2022-04-05,2022,4,5,Tuesday,2,14,False
2022-04-06,2022,4,6,Wednesday,2,14,False
2022-04-07,2022,4,7,Thursday,2,14,False
2022-04-08,2022,4,8,Friday,2,14,False
2022-04-09,2022,4,9,Saturday,2,14,True
2022-04-10,2022,4,10,Sunday,2,14,True
2022-04-11,2022,4,11,Monday,2,15,False
2022-04-12,2022,4,12,Tuesday,2,15,False
2022-04-13,2022,4,13,Wednesday,2,15,False
2022-04-14,2022,4,14,Thursday,2,15,False
2022-04-15,2022,4,15,Friday,2,15,False
2022-04-16,2022,4,16,Saturday,2,15,True
2022-04-17,2022,4,17,Sunday,2,15,True
2022-04-18,2022,4,18,Monday,2,16,False
2022-04-19,2022,4,19,Tuesday,2,16,False
2022-04-20,2022,4,20,Wednesday,2,16,False
2022-04-21,2022,4,21,Thursday,2,16,False
2022-04-22,2022,4,22,Friday,2,16,False
2022-04-23,2022,4,23,Saturday,2,16,True
2022-04-24,2022,4,24,Sunday,2,16,True
2022-04-25,2022,4,25,Monday,2,17,False
2022-04-26,2022,4,26,Tuesday,2,17,False
2022-04-27,2022,4,27,Wednesday,2,17,False
2022-04-28,2022,4,28,Thursday,2,17,False
2022-04-29,2022,4,29,Friday,2,17,False
2022-04-30,2022,4,30,Saturday,2,17,True
2022-05-01,2022,5,1,Sunday,2,17,True
2022-05-02,2022,5,2,Monday,2,18,False
2022-05-03,2022,5,3,Tuesday,2,18,False
2022-05-04,2022,5,4,Wednesday,2,18,False
2022-05-05,2022,5,5,Thursday,2,18,False
2022-05-06,2022,5,6,Friday,2,18,False
2022-05-07,2022,5,7,Saturday,2,18,True
2022-05-08,2022,5,8,Sunday,2,18,True
2022-05-09,2022,5,9,Monday,2,19,False
2022-05-10,2022,5,10,Tuesday,2,19,False
2022-05-11,2022,5,11,Wednesday,2,19,False
2022-05-12,2022,5,12,Thursday,2,19,False
2022-05-13,2022,5,13,Friday,2,19,False
2022-05-14,2022,5,14,Saturday,2,19,True
2022-05-15,2022,5,15,Sunday,2,19,True
2022-05-16,2022,5,16,Monday,2,20,False
2022-05-17,2022,5,17,Tuesday,2,20,False
2022-05-18,2022,5,18,Wednesday,2,20,False
2022-05-19,2022,5,19,Thursday,2,20,False
2022-05-20,2022,5,20,Friday,2,20,False
2022-05-21,2022,5,21,Saturday,2,20,True
2022-05-22,2022,5,22,Sunday,2,20,True
2022-05-23,2022,5,23,Monday,2,21,False
2022-05-24,2022,5,24,Tuesday,2,21,False
2022-05-25,2022,5,25,Wednesday,2,21,False
2022-05-26,2022,5,26,Thursday,2,21,False
2022-05-27,2022,5,27,Friday,2,21,False
2022-05-28,2022,5,28,Saturday,2,21,True
2022-05-29,2022,5,29,Sunday,2,21,True
2022-05-30,2022,5,30,Monday,2,22,False
2022-05-31,2022,5,31,Tuesday,2,22,False
2022-06-01,2022,6,1,Wednesday,2,22,False
2022-06-02,2022,6,2,Thursday,2,22,False
2022-06-03,2022,6,3,Friday,2,22,False
2022-06-04,2022,6,4,Saturday,2,22,True
2022-06-05,2022,6,5,Sunday,2,22,True
2022-06-06,2022,6,6,Monday,2,23,False
2022-06-07,2022,6,7,Tuesday,2,23,False
2022-06-08,2022,6,8,Wednesday,2,23,False
2022-06-09,2022,6,9,Thursday,2,23,False
2022-06-10,2022,6,10,Friday,2,23,False
2022-06-11,2022,6,11,Saturday,2,23,True
2022-06-12,2022,6,12,Sunday,2,23,True
2022-06-13,2022,6,13,Monday,2,24,False
2022-06-14,2022,6,14,Tuesday,2,24,False
2022-06-15,2022,6,15,Wednesday,2,24,False
2022-06-16,2022,6,16,Thursday,2,24,False
2022-06-17,2022,6,17,Friday,2,24,False
2022-06-18,2022,6,18,Saturday,2,24,True
2022-06-19,2022,6,19,Sunday,2,24,True
2022-06-20,2022,6,20,Monday,2,25,False
2022-06-21,2022,6,21,Tuesday,2,25,False
2022-06-22,2022,6,22,Wednesday,2,25,False
2022-06-23,2022,6,23,Thursday,2,25,False
2022-06-24,2022,6,24,Friday,2,25,False
2022-06-25,2022,6,25,Saturday,2,25,True
2022-06-26,2022,6,26,Sunday,2,25,True
2022-06-27,2022,6,27,Monday,2,26,False
2022-06-28,2022,6,28,Tuesday,2,26,False
2022-06-29,2022,6,29,Wednesday,2,26,False
2022-06-30,2022,6,30,Thursday,2,26,False
2022-07-01,2022,7,1,Friday,3,26,False
2022-07-02,2022,7,2,Saturday,3,26,True
2022-07-03,2022,7,3,Sunday,3,26,True
2022-07-04,2022,7,4,Monday,3,27,False
2022-07-05,2022,7,5,Tuesday,3,27,False
2022-07-06,2022,7,6,Wednesday,3,27,False
2022-07-07,2022,7,7,Thursday,3,27,False
2022-07-08,2022,7,8,Friday,3,27,False
2022-07-09,2022,7,9,Saturday,3,27,True
2022-07-10,2022,7,10,Sunday,3,27,True
2022-07-11,2022,7,11,Monday,3,28,False
2022-07-12,2022,7,12,Tuesday,3,28,False
2022-07-13,2022,7,13,Wednesday,3,28,False
2022-07-14,2022,7,14,Thursday,3,28,False
2022-07-15,2022,7,15,Friday,3,28,False
2022-07-16,2022,7,16,Saturday,3,28,True
2022-07-17,2022,7,17,Sunday,3,28,True
2022-07-18,2022,7,18,Monday,3,29,False
2022-07-19,2022,7,19,Tuesday,3,29,False
2022-07-20,2022,7,20,Wednesday,3,29,False
2022-07-21,2022,7,21,Thursday,3,29,False
2022-07-22,2022,7,22,Friday,3,29,False
2022-07-23,2022,7,23,Saturday,3,29,True
2022-07-24,2022,7,24,Sunday,3,29,True
2022-07-25,2022,7,25,Monday,3,30,False
2022-07-26,2022,7,26,Tuesday,3,30,False
2022-07-27,2022,7,27,Wednesday,3,30,False
2022-07-28,2022,7,28,Thursday,3,30,False
2022-07-29,2022,7,29,Friday,3,30,False
2022-07-30,2022,7,30,Saturday,3,30,True
2022-07-31,2022,7,31,Sunday,3,30,True
2022-08-01,2022,8,1,Monday,3,31,False
2022-08-02,2022,8,2,Tuesday,3,31,False
2022-08-03,2022,8,3,Wednesday,3,31,False
2022-08-04,2022,8,4,Thursday,3,31,False
2022-08-05,2022,8,5,Friday,3,31,False
2022-08-06,2022,8,6,Saturday,3,31,True
2022-08-07,2022,8,7,Sunday,3,31,True
2022-08-08,2022,8,8,Monday,3,32,False
2022-08-09,2022,8,9,Tuesday,3,32,False
2022-08-10,2022,8,10,Wednesday,3,32,False
2022-08-11,2022,8,11,Thursday,3,32,False
2022-08-12,2022,8,12,Friday,3,32,False
2022-08-13,2022,8,13,Saturday,3,32,True
2022-08-14,2022,8,14,Sunday,3,32,True
2022-08-15,2022,8,15,Monday,3,33,False
2022-08-16,2022,8,16,Tuesday,3,33,False
2022-08-17,2022,8,17,Wednesday,3,33,False
2022-08-18,2022,8,18,Thursday,3,33,False
2022-08-19,2022,8,19,Friday,3,33,False
2022-08-20,2022,8,20,Saturday,3,33,True
2022-08-21,2022,8,21,Sunday,3,33,True
2022-08-22,2022,8,22,Monday,3,34,False
2022-08-23,2022,8,23,Tuesday,3,34,False
2022-08-24,2022,8,24,Wednesday,3,34,False
2022-08-25,2022,8,25,Thursday,3,34,False
2022-08-26,2022,8,26,Friday,3,34,False
2022-08-27,2022,8,27,Saturday,3,34,True
2022-08-28,2022,8,28,Sunday,3,34,True
2022-08-29,2022,8,29,Monday,3,35,False
2022-08-30,2022,8,30,Tuesday,3,35,False
2022-08-31,2022,8,31,Wednesday,3,35,False
2022-09-01,2022,9,1,Thursday,3,35,False
2022-09-02,2022,9,2,Friday,3,35,False
2022-09-03,2022,9,3,Saturday,3,35,True
2022-09-04,2022,9,4,Sunday,3,35,True
2022-09-05,2022,9,5,Monday,3,36,False
2022-09-06,2022,9,6,Tuesday,3,36,False
2022-09-07,2022,9,7,Wednesday,3,36,False
2022-09-08,2022,9,8,Thursday,3,36,False
2022-09-09,2022,9,9,Friday,3,36,False
2022-09-10,2022,9,10,Saturday,3,36,True
2022-09-11,2022,9,11,Sunday,3,36,True
2022-09-12,2022,9,12,Monday,3,37,False
2022-09-13,2022,9,13,Tuesday,3,37,False
2022-09-14,2022,9,14,Wednesday,3,37,False
2022-09-15,2022,9,15,Thursday,3,37,False
2022-09-16,2022,9,16,Friday,3,37,False
2022-09-17,2022,9,17,Saturday,3,37,True
2022-09-18,2022,9,18,Sunday,3,37,True
2022-09-19,2022,9,19,Monday,3,38,False
2022-09-20,2022,9,20,Tuesday,3,38,False
2022-09-21,2022,9,21,Wednesday,3,38,False
2022-09-22,2022,9,22,Thursday,3,38,False
2022-09-23,2022,9,23,Friday,3,38,False
2022-09-24,2022,9,24,Saturday,3,38,True
2022-09-25,2022,9,25,Sunday,3,38,True
2022-09-26,2022,9,26,Monday,3,39,False
2022-09-27,2022,9,27,Tuesday,3,39,False
2022-09-28,2022,9,28,Wednesday,3,39,False
2022-09-29,2022,9,29,Thursday,3,39,False
2022-09-30,2022,9,30,Friday,3,39,False
2022-10-01,2022,10,1,Saturday,4,39,True
2022-10-02,2022,10,2,Sunday,4,39,True
2022-10-03,2022,10,3,Monday,4,40,False
2022-10-04,2022,10,4,Tuesday,4,40,False
2022-10-05,2022,10,5,Wednesday,4,40,False
2022-10-06,2022,10,6,Thursday,4,40,False
2022-10-07,2022,10,7,Friday,4,40,False
2022-10-08,2022,10,8,Saturday,4,40,True
2022-10-09,2022,10,9,Sunday,4,40,True
2022-10-10,2022,10,10,Monday,4,41,False
2022-10-11,2022,10,11,Tuesday,4,41,False
2022-10-12,2022,10,12,Wednesday,4,41,False
2022-10-13,2022,10,13,Thursday,4,41,False
2022-10-14,2022,10,14,Friday,4,41,False
2022-10-15,2022,10,15,Saturday,4,41,True
2022-10-16,2022,10,16,Sunday,4,41,True
2022-10-17,2022,10,17,Monday,4,42,False
2022-10-18,2022,10,18,Tuesday,4,42,False
2022-10-19,2022,10,19,Wednesday,4,42,False
2022-10-20,2022,10,20,Thursday,4,42,False
2022-10-21,2022,10,21,Friday,4,42,False
2022-10-22,2022,10,22,Saturday,4,42,True
2022-10-23,2022,10,23,Sunday,4,42,True
2022-10-24,2022,10,24,Monday,4,43,False
2022-10-25,2022,10,25,Tuesday,4,43,False
2022-10-26,2022,10,26,Wednesday,4,43,False
2022-10-27,2022,10,27,Thursday,4,43,False
2022-10-28,2022,10,28,Friday,4,43,False
2022-10-29,2022,10,29,Saturday,4,43,True
2022-10-30,2022,10,30,Sunday,4,43,True
2022-10-31,2022,10,31,Monday,4,44,False
2022-11-01,2022,11,1,Tuesday,4,44,False
2022-11-02,2022,11,2,Wednesday,4,44,False
2022-11-03,2022,11,3,Thursday,4,44,False
2022-11-04,2022,11,4,Friday,4,44,False
2022-11-05,2022,11,5,Saturday,4,44,True
2022-11-06,2022,11,6,Sunday,4,44,True
2022-11-07,2022,11,7,Monday,4,45,False
2022-11-08,2022,11,8,Tuesday,4,45,False
2022-11-09,2022,11,9,Wednesday,4,45,False
2022-11-10,2022,11,10,Thursday,4,45,False
2022-11-11,2022,11,11,Friday,4,45,False
2022-11-12,2022,11,12,Saturday,4,45,True
2022-11-13,2022,11,13,Sunday,4,45,True
2022-11-14,2022,11,14,Monday,4,46,False
2022-11-15,2022,11,15,Tuesday,4,46,False
2022-11-16,2022,11,16,Wednesday,4,46,False
2022-11-17,2022,11,17,Thursday,4,46,False
2022-11-18,2022,11,18,Friday,4,46,False
2022-11-19,2022,11,19,Saturday,4,46,True
2022-11-20,2022,11,20,Sunday,4,46,True
2022-11-21,2022,11,21,Monday,4,47,False
2022-11-22,2022,11,22,Tuesday,4,47,False
2022-11-23,2022,11,23,Wednesday,4,47,False
2022-11-24,2022,11,24,Thursday,4,47,False
2022-11-25,2022,11,25,Friday,4,47,False
2022-11-26,2022,11,26,Saturday,4,47,True
2022-11-27,2022,11,27,Sunday,4,47,True
2022-11-28,2022,11,28,Monday,4,48,False
2022-11-29,2022,11,29,Tuesday,4,48,False
2022-11-30,2022,11,30,Wednesday,4,48,False
2022-12-01,2022,12,1,Thursday,4,48,False
2022-12-02,2022,12,2,Friday,4,48,False
2022-12-03,2022,12,3,Saturday,4,48,True
2022-12-04,2022,12,4,Sunday,4,48,True
2022-12-05,2022,12,5,Monday,4,49,False
2022-12-06,2022,12,6,Tuesday,4,49,False
2022-12-07,2022,12,7,Wednesday,4,49,False
2022-12-08,2022,12,8,Thursday,4,49,False
2022-12-09,2022,12,9,Friday,4,49,False
2022-12-10,2022,12,10,Saturday,4,49,True
2022-12-11,2022,12,11,Sunday,4,49,True
2022-12-12,2022,12,12,Monday,4,50,False
2022-12-13,2022,12,13,Tuesday,4,50,False
2022-12-14,2022,12,14,Wednesday,4,50,False
2022-12-15,2022,12,15,Thursday,4,50,False
2022-12-16,2022,12,16,Friday,4,50,False
2022-12-17,2022,12,17,Saturday,4,50,True
2022-12-18,2022,12,18,Sunday,4,50,True
2022-12-19,2022,12,19,Monday,4,51,False
2022-12-20,2022,12,20,Tuesday,4,51,False
2022-12-21,2022,12,21,Wednesday,4,51,False
2022-12-22,2022,12,22,Thursday,4,51,False
2022-12-23,2022,12,23,Friday,4,51,False
2022-12-24,2022,12,24,Saturday,4,51,True
2022-12-25,2022,12,25,Sunday,4,51,True
2022-12-26,2022,12,26,Monday,4,52,False
2022-12-27,2022,12,27,Tuesday,4,52,False
2022-12-28,2022,12,28,Wednesday,4,52,False
2022-12-29,2022,12,29,Thursday,4,52,False
2022-12-30,2022,12,30,Friday,4,52,False
2022-12-31,2022,12,31,Saturday,4,52,True
2023-01-01,2023,1,1,Sunday,1,52,True
2023-01-02,2023,1,2,Monday,1,1,False
2023-01-03,2023,1,3,Tuesday,1,1,False
2023-01-04,2023,1,4,Wednesday,1,1,False
2023-01-05,2023,1,5,Thursday,1,1,False
2023-01-06,2023,1,6,Friday,1,1,False
2023-01-07,2023,1,7,Saturday,1,1,True
2023-01-08,2023,1,8,Sunday,1,1,True
2023-01-09,2023,1,9,Monday,1,2,False
2023-01-10,2023,1,10,Tuesday,1,2,False
2023-01-11,2023,1,11,Wednesday,1,2,False
2023-01-12,2023,1,12,Thursday,1,2,False
2023-01-13,2023,1,13,Friday,1,2,False
